ASFIndex,Date,Time,Area,Lat,Long,Speed,P,Heading,mp,Altitude,Sal,T,Depth,E,N
00:00:00.51,18/01/2026,10:30:53,17_T02,39.121856622,10.189331214,0.3,1622.53,126.11,819.944,0.7,38.53,13.44,1621.42,4337472.75,1781542.70
00:00:01.60,18/01/2026,10:30:54,17_T02,39.121856549,10.189332420,0.3,1622.57,125.98,820.046,0.7,38.53,13.44,1621.42,4337472.85,1781542.69
00:00:02.52,18/01/2026,10:30:55,17_T02,39.121855611,10.189334284,0.3,1622.60,125.67,820.234,0.7,38.54,13.44,1621.51,4337473.01,1781542.59
00:00:03.60,18/01/2026,10:30:56,17_T02,39.121855005,10.189335874,0.3,1622.62,125.19,820.386,0.8,38.54,13.44,1621.51,4337473.15,1781542.52
00:00:04.57,18/01/2026,10:30:57,17_T02,39.121854400,10.189337527,0.3,1622.65,124.88,820.544,0.8,38.54,13.44,1621.54,4337473.29,1781542.45
00:00:05.50,18/01/2026,10:30:58,17_T02,39.121853973,10.189339404,0.3,1622.69,125.04,820.714,0.8,38.54,13.44,1621.54,4337473.46,1781542.41
00:00:06.63,18/01/2026,10:30:59,17_T02,39.121853301,10.189341225,0.3,1622.72,125.64,820.888,0.8,38.54,13.44,1621.63,4337473.62,1781542.33
00:00:07.56,18/01/2026,10:31:00,17_T02,39.121852217,10.189342543,0.3,1622.75,126.06,821.036,0.8,38.54,13.44,1621.63,4337473.73,1781542.21
00:00:08.61,18/01/2026,10:31:01,17_T02,39.121851368,10.189343962,0.3,1622.77,126.16,821.184,0.8,38.54,13.45,1621.70,4337473.86,1781542.12
00:00:09.53,18/01/2026,10:31:02,17_T02,39.121850692,10.189345470,0.3,1622.79,125.90,821.333,0.8,38.54,13.45,1621.70,4337473.99,1781542.05
00:00:10.61,18/01/2026,10:31:03,17_T02,39.121849298,10.189347556,0.3,1622.81,125.58,821.556,0.8,38.54,13.44,1621.71,4337474.17,1781541.89
00:00:11.53,18/01/2026,10:31:04,17_T02,39.121847864,10.189349503,0.3,1622.84,125.44,821.768,0.8,38.54,13.44,1621.71,4337474.34,1781541.74
00:00:12.60,18/01/2026,10:31:05,17_T02,39.121847001,10.189350991,0.3,1622.86,125.51,821.922,0.8,38.54,13.44,1621.78,4337474.47,1781541.64
00:00:13.50,18/01/2026,10:31:06,17_T02,39.121846005,10.189352202,0.3,1622.88,126.13,822.059,0.9,38.54,13.44,1621.78,4337474.57,1781541.53
00:00:14.58,18/01/2026,10:31:07,17_T02,39.121844806,10.189353349,0.3,1622.90,127.06,822.197,0.9,38.54,13.44,1621.83,4337474.67,1781541.40
00:00:15.53,18/01/2026,10:31:08,17_T02,39.121843959,10.189355272,0.3,1622.92,128.20,822.386,0.8,38.54,13.44,1621.83,4337474.84,1781541.31
00:00:16.49,18/01/2026,10:31:09,17_T02,39.121843086,10.189357119,0.3,1622.95,129.11,822.570,0.8,38.54,13.44,1621.88,4337475.00,1781541.21
00:00:17.69,18/01/2026,10:31:10,17_T02,39.121842012,10.189358299,0.3,1622.97,129.52,822.706,0.8,38.54,13.44,1621.88,4337475.11,1781541.09
00:00:18.58,18/01/2026,10:31:11,17_T02,39.121841161,10.189359593,0.3,1622.99,129.33,822.844,0.8,38.54,13.44,1621.93,4337475.22,1781541.00
00:00:19.63,18/01/2026,10:31:12,17_T02,39.121840481,10.189361291,0.3,1623.00,128.60,823.009,0.9,38.54,13.44,1621.93,4337475.37,1781540.92
00:00:20.61,18/01/2026,10:31:13,17_T02,39.121839940,10.189362862,0.3,1623.01,127.88,823.157,0.9,38.54,13.44,1621.93,4337475.50,1781540.86
