ASFIndex,Date,Time,Area,Lat,Long,Speed,P,Heading,mp,Altitude,Sal,T,Depth,E,N
00:00:00.148,18/01/2026,09:30:53,17_T02,39.122293431,10.185370355,0.2,1729.49,137.67,479.291,2.0,38.53,13.42,1728.50,4337128.03,1781590.05
00:00:01.143,18/01/2026,09:30:54,17_T02,39.122292661,10.185370980,0.2,1729.49,137.47,479.371,2.0,38.53,13.42,1728.47,4337128.08,1781589.97
00:00:02.140,18/01/2026,09:30:55,17_T02,39.122291262,10.185372854,0.2,1729.48,137.56,479.576,1.9,38.53,13.42,1728.47,4337128.24,1781589.81
00:00:03.151,18/01/2026,09:30:56,17_T02,39.122289928,10.185374736,0.2,1729.46,137.43,479.780,1.9,38.53,13.42,1728.45,4337128.41,1781589.67
00:00:04.146,18/01/2026,09:30:57,17_T02,39.122289179,10.185375342,0.2,1729.44,137.07,479.857,2.0,38.53,13.42,1728.45,4337128.46,1781589.58
00:00:05.144,18/01/2026,09:30:58,17_T02,39.122288318,10.185375982,0.2,1729.42,136.88,479.942,1.9,38.53,13.42,1728.41,4337128.52,1781589.49
00:00:06.150,18/01/2026,09:30:59,17_T02,39.122287235,10.185376414,0.2,1729.41,137.13,480.018,1.9,38.53,13.42,1728.41,4337128.55,1781589.37
00:00:07.143,18/01/2026,09:31:00,17_T02,39.122286925,10.185377860,0.2,1729.41,137.54,480.148,1.9,38.53,13.42,1728.40,4337128.68,1781589.34
00:00:08.148,18/01/2026,09:31:01,17_T02,39.122286614,10.185379210,0.2,1729.40,137.70,480.270,1.9,38.53,13.42,1728.40,4337128.80,1781589.30
00:00:09.152,18/01/2026,09:31:02,17_T02,39.122285772,10.185379696,0.2,1729.39,137.72,480.341,1.9,38.53,13.42,1728.39,4337128.84,1781589.21
00:00:10.146,18/01/2026,09:31:03,17_T02,39.122284908,10.185380091,0.2,1729.38,137.82,480.405,1.9,38.53,13.42,1728.39,4337128.87,1781589.11
00:00:11.152,18/01/2026,09:31:04,17_T02,39.122284118,10.185380706,0.2,1729.36,137.59,480.485,1.9,38.53,13.42,1728.35,4337128.93,1781589.03
00:00:12.144,18/01/2026,09:31:05,17_T02,39.122283128,10.185380841,0.2,1729.35,138.06,480.533,1.9,38.53,13.42,1728.35,4337128.94,1781588.92
00:00:13.150,18/01/2026,09:31:06,17_T02,39.122282517,10.185381342,0.2,1729.33,139.07,480.597,2.0,38.53,13.42,1728.30,4337128.98,1781588.85
00:00:14.142,18/01/2026,09:31:07,17_T02,39.122282120,10.185382095,0.2,1729.32,139.55,480.673,2.0,38.53,13.42,1728.30,4337129.05,1781588.81
00:00:15.152,18/01/2026,09:31:08,17_T02,39.122281290,10.185382414,0.2,1729.32,139.93,480.730,1.9,38.53,13.42,1728.27,4337129.08,1781588.71
00:00:16.144,18/01/2026,09:31:09,17_T02,39.122280403,10.185382540,0.2,1729.30,140.35,480.773,1.9,38.53,13.42,1728.27,4337129.09,1781588.62
00:00:17.150,18/01/2026,09:31:10,17_T02,39.122279494,10.185382528,0.2,1729.27,140.71,480.806,1.9,38.53,13.42,1728.27,4337129.09,1781588.52
00:00:18.145,18/01/2026,09:31:11,17_T02,39.122278219,10.185382957,0.2,1729.25,140.34,480.889,2.0,38.53,13.42,1728.27,4337129.13,1781588.38
00:00:19.138,18/01/2026,09:31:12,17_T02,39.122277114,10.185383669,0.2,1729.23,139.71,480.988,2.0,38.53,13.42,1728.20,4337129.19,1781588.25
00:00:20.137,18/01/2026,09:31:13,17_T02,39.122276266,10.185384319,0.2,1729.22,139.43,481.073,2.0,38.53,13.42,1728.20,4337129.24,1781588.16
00:00:21.149,18/01/2026,09:31:14,17_T02,39.122275312,10.185384823,0.2,1729.22,139.19,481.150,2.0,38.53,13.43,1728.21,4337129.29,1781588.06
00:00:22.145,18/01/2026,09:31:15,17_T02,39.122274402,10.185385196,0.2,1729.21,139.10,481.214,2.0,38.53,13.43,1728.21,4337129.32,1781587.95
00:00:23.141,18/01/2026,09:31:16,17_T02,39.122273426,10.185386191,0.2,1729.19,138.62,481.332,2.0,38.53,13.43,1728.17,4337129.41,1781587.85
00:00:24.138,18/01/2026,09:31:17,17_T02,39.122272299,10.185387060,0.2,1729.17,138.50,481.445,2.0,38.53,13.43,1728.17,4337129.48,1781587.72
00:00:25.149,18/01/2026,09:31:18,17_T02,39.122271217,10.185387296,0.2,1729.16,138.88,481.505,2.0,38.53,13.42,1728.14,4337129.50,1781587.60
00:00:26.142,18/01/2026,09:31:19,17_T02,39.122270317,10.185387727,0.2,1729.15,138.96,481.574,2.0,38.53,13.42,1728.14,4337129.54,1781587.50
00:00:27.149,18/01/2026,09:31:20,17_T02,39.122269533,10.185388359,0.2,1729.14,138.81,481.655,2.0,38.53,13.42,1728.11,4337129.60,1781587.42
00:00:28.146,18/01/2026,09:31:21,17_T02,39.122268788,10.185388917,0.2,1729.14,138.82,481.728,1.9,38.53,13.42,1728.11,4337129.65,1781587.34
00:00:29.145,18/01/2026,09:31:22,17_T02,39.122268682,10.185390152,0.2,1729.12,139.16,481.833,1.9,38.53,13.42,1728.10,4337129.75,1781587.32
00:00:30.141,18/01/2026,09:31:23,17_T02,39.122268626,10.185391235,0.2,1729.10,139.32,481.924,1.9,38.53,13.42,1728.10,4337129.85,1781587.32
00:00:31.139,18/01/2026,09:31:24,17_T02,39.122267852,10.185391872,0.2,1729.06,139.00,482.005,2.0,38.53,13.42,1728.05,4337129.90,1781587.23
00:00:32.148,18/01/2026,09:31:25,17_T02,39.122267142,10.185392629,0.2,1729.02,138.72,482.093,2.0,38.53,13.42,1728.05,4337129.97,1781587.16
00:00:33.144,18/01/2026,09:31:26,17_T02,39.122266144,10.185393181,0.2,1728.99,139.07,482.176,2.0,38.53,13.42,1727.97,4337130.02,1781587.05
00:00:34.141,18/01/2026,09:31:27,17_T02,39.122266382,10.185394978,0.2,1728.98,139.33,482.314,2.0,38.53,13.42,1727.97,4337130.17,1781587.07
00:00:35.140,18/01/2026,09:31:28,17_T02,39.122266493,10.185396406,0.2,1728.97,139.56,482.427,1.9,38.53,13.42,1727.96,4337130.30,1781587.08
00:00:36.138,18/01/2026,09:31:29,17_T02,39.122265763,10.185396696,0.2,1728.94,139.55,482.478,2.0,38.53,13.42,1727.96,4337130.32,1781587.00
00:00:37.147,18/01/2026,09:31:30,17_T02,39.122265068,10.185397325,0.2,1728.88,139.40,482.555,2.0,38.53,13.42,1727.88,4337130.38,1781586.93
00:00:38.141,18/01/2026,09:31:31,17_T02,39.122264166,10.185397685,0.2,1728.82,139.72,482.618,2.1,38.53,13.42,1727.88,4337130.41,1781586.83
00:00:39.150,18/01/2026,09:31:32,17_T02,39.122262893,10.185397806,0.2,1728.79,140.33,482.675,2.1,38.53,13.42,1727.77,4337130.42,1781586.69
00:00:40.146,18/01/2026,09:31:33,17_T02,39.122262249,10.185397148,0.2,1728.80,140.68,482.645,2.1,38.53,13.42,1727.77,4337130.36,1781586.62
00:00:41.140,18/01/2026,09:31:34,17_T02,39.122262131,10.185396766,0.2,1728.82,140.33,482.619,2.0,38.53,13.42,1727.77,4337130.33,1781586.60
00:00:42.143,18/01/2026,09:31:35,17_T02,39.122261366,10.185397348,0.2,1728.81,140.01,482.695,2.0,38.53,13.43,1727.78,4337130.38,1781586.52
00:00:43.139,18/01/2026,09:31:36,17_T02,39.122260679,10.185397896,0.2,1728.75,139.71,482.765,2.0,38.53,13.43,1727.78,4337130.43,1781586.44
00:00:44.147,18/01/2026,09:31:37,17_T02,39.122259752,10.185398282,0.2,1728.69,139.62,482.831,2.1,38.53,13.42,1727.74,4337130.46,1781586.34
00:00:45.138,18/01/2026,09:31:38,17_T02,39.122259731,10.185400096,0.2,1728.67,139.25,482.981,2.2,38.53,13.42,1727.74,4337130.62,1781586.34
00:00:46.151,18/01/2026,09:31:39,17_T02,39.122259691,10.185402202,0.2,1728.69,138.72,483.155,2.1,38.53,13.42,1727.65,4337130.80,1781586.34
00:00:47.143,18/01/2026,09:31:40,17_T02,39.122259173,10.185403244,0.2,1728.70,137.81,483.259,2.0,38.53,13.42,1727.65,4337130.90,1781586.28
