ASFIndex,Date,Time,Area,Lat,Long,Speed,P,Heading,mp,Altitude,Sal,T,Depth,E,N
00:00:00.282,18/01/2026,07:30:53,17_T02,39.121459720,10.180227669,0.2,1452.33,194.66,-14.037,77.2,38.56,13.48,1450.83,4336680.79,1781496.98
00:00:01.277,18/01/2026,07:30:54,17_T02,39.121460442,10.180227951,0.2,1452.67,194.69,-13.982,77.2,38.56,13.48,1450.83,4336680.81,1781497.06
00:00:02.270,18/01/2026,07:30:55,17_T02,39.121460901,10.180227727,0.2,1453.29,195.04,-13.979,77.2,38.56,13.49,1451.55,4336680.79,1781497.11
00:00:03.281,18/01/2026,07:30:56,17_T02,39.121461372,10.180227549,0.2,1454.05,195.38,-13.972,77.2,38.56,13.49,1451.55,4336680.78,1781497.17
00:00:04.280,18/01/2026,07:30:57,17_T02,39.121461692,10.180227540,0.2,1454.58,195.70,-13.958,77.2,38.56,13.49,1452.93,4336680.78,1781497.20
00:00:05.275,18/01/2026,07:30:58,17_T02,39.121463775,10.180232121,0.2,1454.75,195.80,-13.500,77.2,38.56,13.49,1452.93,4336681.17,1781497.43
00:00:06.269,18/01/2026,07:30:59,17_T02,39.121464887,10.180234652,0.2,1454.84,195.80,-13.249,77.2,38.56,13.49,1453.60,4336681.39,1781497.56
00:00:07.281,18/01/2026,07:31:00,17_T02,39.121465214,10.180234557,0.2,1455.29,196.01,-13.242,77.2,38.56,13.49,1453.60,4336681.39,1781497.59
00:00:08.273,18/01/2026,07:31:01,17_T02,39.121465678,10.180234344,0.1,1456.14,196.23,-13.238,77.2,38.57,13.50,1454.23,4336681.37,1781497.64
00:00:09.284,18/01/2026,07:31:02,17_T02,39.121468629,10.180238279,0.2,1457.01,196.48,-12.792,77.2,38.57,13.50,1454.23,4336681.71,1781497.97
00:00:10.279,18/01/2026,07:31:03,17_T02,39.121470463,10.180240832,0.4,1457.51,196.78,-12.507,77.2,38.56,13.49,1455.92,4336681.93,1781498.17
00:00:11.273,18/01/2026,07:31:04,17_T02,39.121470714,10.180241588,0.4,1457.62,196.91,-12.435,77.2,38.56,13.49,1455.92,4336682.00,1781498.20
00:00:12.269,18/01/2026,07:31:05,17_T02,39.121470879,10.180241979,0.4,1457.69,197.00,-12.397,77.2,38.56,13.50,1456.48,4336682.03,1781498.22
00:00:13.269,18/01/2026,07:31:06,17_T02,39.121471153,10.180241873,0.4,1458.08,197.16,-12.393,77.2,38.56,13.50,1456.48,4336682.02,1781498.25
00:00:14.280,18/01/2026,07:31:07,17_T02,39.121470982,10.180241529,0.4,1458.85,197.43,-12.428,77.2,38.57,13.51,1457.07,4336681.99,1781498.23
00:00:15.276,18/01/2026,07:31:08,17_T02,39.121471273,10.180241472,0.4,1459.71,197.76,-12.419,77.2,38.57,13.51,1457.07,4336681.99,1781498.26
00:00:16.276,18/01/2026,07:31:09,17_T02,39.121471902,10.180241855,0.2,1460.33,198.25,-12.361,77.2,38.56,13.48,1458.72,4336682.02,1781498.33
00:00:17.277,18/01/2026,07:31:10,17_T02,39.121472236,10.180242534,0.2,1460.60,198.63,-12.292,77.2,38.56,13.48,1458.72,4336682.08,1781498.37
00:00:18.272,18/01/2026,07:31:11,17_T02,39.121472411,10.180242793,0.2,1460.68,198.94,-12.263,77.2,38.56,13.49,1459.48,4336682.10,1781498.39
00:00:19.270,18/01/2026,07:31:12,17_T02,39.121471967,10.180244186,0.1,1460.86,199.14,-12.172,77.2,38.56,13.49,1459.48,4336682.22,1781498.34
00:00:20.269,18/01/2026,07:31:13,17_T02,39.121471988,10.180244618,0.1,1461.42,199.49,-12.137,77.2,38.56,13.49,1459.85,4336682.26,1781498.34
00:00:21.269,18/01/2026,07:31:14,17_T02,39.121472360,10.180244343,0.1,1462.30,199.87,-12.142,77.2,38.56,13.49,1459.85,4336682.24,1781498.38
00:00:22.283,18/01/2026,07:31:15,17_T02,39.121473217,10.180244340,0.1,1463.18,200.37,-12.104,77.2,38.55,13.48,1461.48,4336682.23,1781498.48
00:00:23.278,18/01/2026,07:31:16,17_T02,39.121473805,10.180244867,0.2,1463.72,200.94,-12.036,77.2,38.55,13.48,1461.48,4336682.28,1781498.54
00:00:24.276,18/01/2026,07:31:17,17_T02,39.121474326,10.180245381,0.2,1463.87,201.24,-11.971,77.2,38.56,13.49,1462.63,4336682.33,1781498.60
00:00:25.273,18/01/2026,07:31:18,17_T02,39.121474628,10.180245465,0.2,1463.84,201.43,-11.951,77.2,38.56,13.49,1462.63,4336682.33,1781498.63
00:00:26.269,18/01/2026,07:31:19,17_T02,39.121474784,10.180245364,0.1,1464.02,201.43,-11.952,77.2,38.56,13.49,1462.74,4336682.32,1781498.65
00:00:27.281,18/01/2026,07:31:20,17_T02,39.121475129,10.180245018,0.1,1464.71,201.60,-11.964,77.2,38.56,13.49,1462.74,4336682.29,1781498.69
00:00:28.281,18/01/2026,07:31:21,17_T02,39.121474234,10.180242954,0.1,1465.71,201.92,-12.168,77.2,38.54,13.50,1463.99,4336682.11,1781498.59
00:00:29.281,18/01/2026,07:31:22,17_T02,39.121474272,10.180242137,0.1,1466.60,202.59,-12.231,77.2,38.54,13.50,1463.99,4336682.04,1781498.59
00:00:30.277,18/01/2026,07:31:23,17_T02,39.121474671,10.180242892,0.2,1466.99,203.11,-12.153,77.2,38.56,13.48,1465.63,4336682.11,1781498.64
00:00:31.273,18/01/2026,07:31:24,17_T02,39.121474709,10.180243333,0.2,1466.94,203.49,-12.117,77.2,38.56,13.48,1465.63,4336682.15,1781498.64
00:00:32.270,18/01/2026,07:31:25,17_T02,39.121474699,10.180243278,0.2,1466.84,203.49,-12.121,77.2,38.55,13.48,1465.73,4336682.14,1781498.64
00:00:33.282,18/01/2026,07:31:26,17_T02,39.121474758,10.180243049,0.2,1467.21,203.51,-12.137,77.2,38.55,13.48,1465.73,4336682.12,1781498.65
00:00:34.280,18/01/2026,07:31:27,17_T02,39.121475161,10.180242456,0.1,1468.18,203.79,-12.166,77.2,38.56,13.48,1466.56,4336682.07,1781498.69
00:00:35.273,18/01/2026,07:31:28,17_T02,39.121476078,10.180241666,0.1,1469.35,204.59,-12.187,77.2,38.56,13.48,1466.56,4336682.00,1781498.79
00:00:36.268,18/01/2026,07:31:29,17_T02,39.121477059,10.180241598,0.2,1470.16,205.71,-12.148,77.2,38.56,13.48,1468.65,4336682.00,1781498.90
00:00:37.277,18/01/2026,07:31:30,17_T02,39.121477189,10.180242678,0.2,1470.31,205.97,-12.057,77.2,38.56,13.48,1468.65,4336682.09,1781498.91
00:00:38.272,18/01/2026,07:31:31,17_T02,39.121477049,10.180243674,0.2,1470.07,205.85,-11.984,77.2,38.55,13.49,1469.01,4336682.18,1781498.90
