ASFIndex,Date,Time,Area,Lat,Long,Speed,P,Heading,mp,Altitude,Sal,T,Depth,E,N
00:00:00.333,18/01/2026,06:30:53,17_T02,39.121498825,10.180373415,0.3,5.45,39.84,-0.699,77.2,0.04,15.12,-0.22,4336693.46,1781501.33
00:00:01.332,18/01/2026,06:30:54,17_T02,39.121501363,10.180373513,0.4,5.44,39.85,-0.577,77.2,0.04,15.12,-0.22,4336693.47,1781501.61
00:00:02.324,18/01/2026,06:30:55,17_T02,39.121502043,10.180374189,0.3,5.45,39.72,-0.492,77.2,0.04,15.12,-0.22,4336693.53,1781501.68
00:00:03.321,18/01/2026,06:30:56,17_T02,39.121501509,10.180374691,0.3,5.46,39.72,-0.476,77.2,0.04,15.12,-0.23,4336693.57,1781501.63
00:00:04.320,18/01/2026,06:30:57,17_T02,39.121500929,10.180375026,0.3,5.46,39.85,-0.476,77.2,0.04,15.12,-0.23,4336693.60,1781501.56
00:00:05.332,18/01/2026,06:30:58,17_T02,39.121500911,10.180375535,0.2,5.45,39.85,-0.436,77.2,0.04,15.12,-0.22,4336693.64,1781501.56
00:00:06.330,18/01/2026,06:30:59,17_T02,39.121501342,10.180374575,0.2,5.44,39.72,-0.493,77.2,0.04,15.12,-0.22,4336693.56,1781501.61
00:00:07.320,18/01/2026,06:31:00,17_T02,39.121501404,10.180373729,0.2,5.44,39.58,-0.558,77.2,0.04,15.12,-0.22,4336693.49,1781501.61
00:00:08.329,18/01/2026,06:31:01,17_T02,39.121501183,10.180374744,0.2,5.46,39.49,-0.487,77.2,0.04,15.12,-0.22,4336693.57,1781501.59
00:00:09.326,18/01/2026,06:31:02,17_T02,39.121501463,10.180376046,0.1,5.46,39.63,-0.371,77.2,0.04,15.12,-0.22,4336693.69,1781501.62
00:00:10.321,18/01/2026,06:31:03,17_T02,39.121500899,10.180375604,0.1,5.44,39.74,-0.431,77.2,0.04,15.12,-0.22,4336693.65,1781501.56
00:00:11.331,18/01/2026,06:31:04,17_T02,39.121499896,10.180373966,0.1,5.43,39.64,-0.607,77.2,0.04,15.12,-0.22,4336693.51,1781501.45
00:00:12.324,18/01/2026,06:31:05,17_T02,39.121500455,10.180373690,0.1,5.45,39.36,-0.603,77.2,0.04,15.12,-0.23,4336693.48,1781501.51
00:00:13.321,18/01/2026,06:31:06,17_T02,39.121501174,10.180375343,0.2,5.46,39.29,-0.440,77.2,0.04,15.12,-0.23,4336693.63,1781501.59
00:00:14.319,18/01/2026,06:31:07,17_T02,39.121500472,10.180376177,0.2,5.45,39.41,-0.405,77.2,0.04,15.12,-0.22,4336693.70,1781501.51
00:00:15.329,18/01/2026,06:31:08,17_T02,39.121499753,10.180376140,0.2,5.45,39.69,-0.441,77.2,0.04,15.12,-0.22,4336693.70,1781501.43
00:00:16.324,18/01/2026,06:31:09,17_T02,39.121500540,10.180376490,0.2,5.45,39.57,-0.377,77.2,0.04,15.12,-0.23,4336693.73,1781501.52
00:00:17.319,18/01/2026,06:31:10,17_T02,39.121502155,10.180377045,0.2,5.44,39.27,-0.260,77.2,0.04,15.12,-0.23,4336693.77,1781501.70
00:00:18.327,18/01/2026,06:31:11,17_T02,39.121503075,10.180378232,0.2,5.47,39.15,-0.125,77.2,0.04,15.12,-0.22,4336693.88,1781501.80
00:00:19.321,18/01/2026,06:31:12,17_T02,39.121503193,10.180379363,0.2,5.48,39.39,-0.029,77.2,0.04,15.12,-0.22,4336693.98,1781501.81
00:00:20.333,18/01/2026,06:31:13,17_T02,39.121501877,10.180379150,0.2,5.47,39.61,-0.106,77.2,0.04,15.12,-0.23,4336693.96,1781501.67
00:00:21.320,18/01/2026,06:31:14,17_T02,39.121500458,10.180378392,0.2,5.46,39.45,-0.230,77.2,0.04,15.12,-0.23,4336693.89,1781501.51
00:00:22.330,18/01/2026,06:31:15,17_T02,39.121501038,10.180378470,0.2,5.45,39.13,-0.198,77.2,0.04,15.12,-0.23,4336693.90,1781501.57
00:00:23.323,18/01/2026,06:31:16,17_T02,39.121502911,10.180380329,0.3,5.45,39.01,0.035,77.2,0.04,15.12,-0.22,4336694.06,1781501.78
00:00:24.331,18/01/2026,06:31:17,17_T02,39.121504540,10.180382080,0.3,5.45,39.09,0.247,77.2,0.04,15.12,-0.22,4336694.21,1781501.96
00:00:25.326,18/01/2026,06:31:18,17_T02,39.121504838,10.180382441,0.3,5.46,39.49,0.289,77.2,0.04,15.12,-0.21,4336694.24,1781501.99
00:00:26.323,18/01/2026,06:31:19,17_T02,39.121503904,10.180382551,0.3,5.47,39.40,0.256,77.2,0.04,15.12,-0.21,4336694.25,1781501.89
00:00:27.327,18/01/2026,06:31:20,17_T02,39.121503672,10.180383113,0.3,5.47,39.04,0.290,77.2,0.04,15.12,-0.23,4336694.30,1781501.87
00:00:28.318,18/01/2026,06:31:21,17_T02,39.121504184,10.180384654,0.2,5.45,38.67,0.435,77.2,0.04,15.12,-0.23,4336694.44,1781501.92
00:00:29.329,18/01/2026,06:31:22,17_T02,39.121504104,10.180384689,0.2,5.43,38.74,0.435,77.2,0.04,15.12,-0.22,4336694.44,1781501.91
00:00:30.329,18/01/2026,06:31:23,17_T02,39.121504188,10.180383688,0.2,5.43,39.05,0.359,77.2,0.04,15.12,-0.22,4336694.35,1781501.92
00:00:31.320,18/01/2026,06:31:24,17_T02,39.121504165,10.180384387,0.2,5.45,39.13,0.413,77.2,0.04,15.12,-0.23,4336694.41,1781501.92
00:00:32.325,18/01/2026,06:31:25,17_T02,39.121504060,10.180385460,0.2,5.47,38.79,0.494,77.2,0.04,15.12,-0.23,4336694.51,1781501.91
00:00:33.330,18/01/2026,06:31:26,17_T02,39.121503322,10.180385360,0.2,5.46,38.62,0.453,77.2,0.04,15.12,-0.21,4336694.50,1781501.83
00:00:34.319,18/01/2026,06:31:27,17_T02,39.121502181,10.180385395,0.2,5.46,38.45,0.404,77.2,0.04,15.12,-0.21,4336694.50,1781501.70
00:00:35.323,18/01/2026,06:31:28,17_T02,39.121502545,10.180385715,0.2,5.46,38.47,0.446,77.2,0.04,15.12,-0.22,4336694.53,1781501.74
00:00:36.327,18/01/2026,06:31:29,17_T02,39.121503121,10.180385725,0.2,5.44,38.62,0.473,77.2,0.04,15.12,-0.22,4336694.53,1781501.81
00:00:37.329,18/01/2026,06:31:30,17_T02,39.121502242,10.180386083,0.2,5.43,38.61,0.461,77.2,0.04,15.12,-0.22,4336694.56,1781501.71
00:00:38.320,18/01/2026,06:31:31,17_T02,39.121501959,10.180386549,0.2,5.45,38.54,0.486,77.2,0.04,15.13,-0.21,4336694.60,1781501.68
00:00:39.328,18/01/2026,06:31:32,17_T02,39.121502145,10.180387488,0.1,5.46,38.20,0.568,77.2,0.04,15.13,-0.21,4336694.68,1781501.70
00:00:40.332,18/01/2026,06:31:33,17_T02,39.121501762,10.180388184,0.2,5.47,38.07,0.607,77.2,0.04,15.13,-0.22,4336694.74,1781501.66
00:00:41.329,18/01/2026,06:31:34,17_T02,39.121501672,10.180387987,0.2,5.46,38.08,0.587,77.2,0.04,15.13,-0.22,4336694.73,1781501.65
00:00:42.324,18/01/2026,06:31:35,17_T02,39.121502036,10.180388558,0.2,5.46,38.12,0.649,77.2,0.04,15.15,-0.23,4336694.78,1781501.69
00:00:43.319,18/01/2026,06:31:36,17_T02,39.121501998,10.180389546,0.1,5.45,38.06,0.725,77.2,0.04,15.15,-0.23,4336694.86,1781501.68
00:00:44.331,18/01/2026,06:31:37,17_T02,39.121501444,10.180389871,0.1,5.45,38.15,0.726,77.2,0.04,15.23,-0.21,4336694.89,1781501.62
00:00:45.330,18/01/2026,06:31:38,17_T02,39.121500630,10.180390324,0.1,5.45,38.17,0.725,77.2,0.04,15.23,-0.21,4336694.93,1781501.53
00:00:46.322,18/01/2026,06:31:39,17_T02,39.121500315,10.180390585,0.1,5.45,38.09,0.732,77.2,0.04,15.29,-0.23,4336694.95,1781501.50
00:00:47.319,18/01/2026,06:31:40,17_T02,39.121500750,10.180390622,0.1,5.46,38.05,0.754,77.2,0.04,15.29,-0.23,4336694.96,1781501.54
00:00:48.333,18/01/2026,06:31:41,17_T02,39.121501270,10.180391844,0.1,5.47,38.01,0.875,77.2,0.05,15.33,-0.22,4336695.06,1781501.60
00:00:49.331,18/01/2026,06:31:42,17_T02,39.121501206,10.180392902,0.1,5.46,38.12,0.956,77.2,0.05,15.33,-0.22,4336695.15,1781501.60
00:00:50.321,18/01/2026,06:31:43,17_T02,39.121500667,10.180393558,0.1,5.46,38.20,0.984,77.2,0.06,15.35,-0.23,4336695.21,1781501.54
00:00:51.329,18/01/2026,06:31:44,17_T02,39.121500629,10.180394788,0.2,5.44,38.10,1.080,77.2,0.06,15.35,-0.23,4336695.32,1781501.53
00:00:52.324,18/01/2026,06:31:45,17_T02,39.121501785,10.180395486,0.2,5.43,37.90,1.187,77.2,0.06,15.35,-0.23,4336695.38,1781501.66
00:00:53.324,18/01/2026,06:31:46,17_T02,39.121503227,10.180395921,0.2,5.44,37.82,1.287,77.2,0.07,15.36,-0.21,4336695.42,1781501.82
